directory ,level,type,LOC,description
cirq\cirq\linalg\__init__.py,3,import unused,42,'cirq.linalg.predicates.is_unitary'
cirq\cirq\linalg\__init__.py,3,import unused,52,'cirq.linalg.tolerance.Tolerance'
cirq\cirq\linalg\__init__.py,3,import unused,55,'cirq.linalg.transformations.match_global_phase'
cirq\cirq\linalg\__init__.py,3,import unused,55,'cirq.linalg.transformations.reflection_matrix_pow'
cirq\cirq\linalg\__init__.py,3,import unused,55,'cirq.linalg.transformations.targeted_left_multiply'
cirq\cirq\line\line_qubit_test.py,1,undefined name,57,local variable '_' is assigned to but never used
cirq\cirq\line\__init__.py,3,import unused,15,'cirq.line.line_qubit.LineQubit'
cirq\cirq\line\__init__.py,3,import unused,18,'cirq.line.placement.AnnealSequenceSearchStrategy'
cirq\cirq\line\__init__.py,3,import unused,18,'cirq.line.placement.GreedySequenceSearchStrategy'
cirq\cirq\line\__init__.py,3,import unused,18,'cirq.line.placement.LinePlacementStrategy'
cirq\cirq\line\__init__.py,3,import unused,18,'cirq.line.placement.line_on_device'
cirq\cirq\line\placement\anneal_test.py,1,undefined name,409,local variable '_' is assigned to but never used
cirq\cirq\line\placement\greedy.py,3,import unused,27,'cirq.line.placement.sequence.LineSequence'
cirq\cirq\line\placement\greedy_test.py,1,undefined name,349,local variable '_' is assigned to but never used
cirq\cirq\line\placement\greedy_test.py,1,undefined name,408,local variable '_' is assigned to but never used
cirq\cirq\line\placement\sequence_test.py,1,undefined name,41,local variable '_' is assigned to but never used
cirq\cirq\line\placement\__init__.py,3,import unused,18,'cirq.line.placement.anneal.AnnealSequenceSearchStrategy'
cirq\cirq\line\placement\__init__.py,3,import unused,18,'cirq.line.placement.greedy.GreedySequenceSearchStrategy'
cirq\cirq\line\placement\__init__.py,3,import unused,21,'cirq.line.placement.place_strategy.LinePlacementStrategy'
cirq\cirq\line\placement\__init__.py,3,import unused,24,'cirq.line.placement.sequence.GridQubitLineTuple'
cirq\cirq\line\placement\__init__.py,3,import unused,27,'cirq.line.placement.line.line_on_device'
cirq\cirq\line\placement\__init__.py,3,import unused,30,'cirq.line.placement.optimization.anneal_minimize'
cirq\cirq\ops\common_gates_test.py,1,undefined name,189,local variable '_' is assigned to but never used
cirq\cirq\ops\common_gates_test.py,1,undefined name,301,local variable '_' is assigned to but never used
cirq\cirq\ops\common_gates_test.py,1,undefined name,309,local variable '_' is assigned to but never used
cirq\cirq\ops\common_gates_test.py,1,undefined name,317,local variable '_' is assigned to but never used
cirq\cirq\ops\common_gates_test.py,1,undefined name,438,local variable '_' is assigned to but never used
cirq\cirq\ops\common_gates_test.py,1,undefined name,459,local variable '_' is assigned to but never used
cirq\cirq\ops\controlled_gate_test.py,1,undefined name,61,local variable '_' is assigned to but never used
cirq\cirq\ops\controlled_gate_test.py,1,undefined name,156,local variable '_' is assigned to but never used
cirq\cirq\ops\controlled_gate_test.py,1,undefined name,176,local variable '_' is assigned to but never used
cirq\cirq\ops\controlled_gate_test.py,1,undefined name,197,local variable '_' is assigned to but never used
cirq\cirq\ops\controlled_gate_test.py,1,undefined name,229,local variable '_' is assigned to but never used
cirq\cirq\ops\controlled_gate_test.py,1,undefined name,247,local variable '_' is assigned to but never used
cirq\cirq\ops\eigen_gate_test.py,1,undefined name,77,local variable '_' is assigned to but never used
cirq\cirq\ops\eigen_gate_test.py,1,undefined name,86,local variable '_' is assigned to but never used
cirq\cirq\ops\eigen_gate_test.py,1,undefined name,92,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,23,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,32,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,45,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,54,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,67,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,76,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,167,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_features_test.py,1,undefined name,188,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_operation.py,3,import unused,29,'typing.Dict'
cirq\cirq\ops\gate_operation.py,3,import unused,29,'typing.List'
cirq\cirq\ops\gate_operation_test.py,1,undefined name,79,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_operation_test.py,1,undefined name,92,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_operation_test.py,1,undefined name,108,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_operation_test.py,1,undefined name,123,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_operation_test.py,1,undefined name,140,local variable '_' is assigned to but never used
cirq\cirq\ops\gate_operation_test.py,1,undefined name,158,local variable '_' is assigned to but never used
cirq\cirq\ops\matrix_gates_test.py,1,undefined name,91,local variable '_' is assigned to but never used
cirq\cirq\ops\matrix_gates_test.py,1,undefined name,143,local variable '_' is assigned to but never used
cirq\cirq\ops\op_tree_test.py,1,undefined name,47,local variable '_' is assigned to but never used
cirq\cirq\ops\op_tree_test.py,1,undefined name,78,local variable '_' is assigned to but never used
cirq\cirq\ops\op_tree_test.py,1,undefined name,87,local variable '_' is assigned to but never used
cirq\cirq\ops\pauli.py,3,import unused,19,'typing.Tuple'
cirq\cirq\ops\pauli.py,2,invalid syntax,69,redefinition of unused '__sub__' from line 67
cirq\cirq\ops\pauli.py,2,invalid syntax,72,redefinition of unused '__sub__' from line 69
cirq\cirq\ops\pauli_string_test.py,1,undefined name,99,local variable '_' is assigned to but never used
cirq\cirq\ops\pauli_test.py,1,undefined name,60,local variable '_' is assigned to but never used
cirq\cirq\ops\pauli_test.py,1,undefined name,78,local variable '_' is assigned to but never used
cirq\cirq\ops\qubit_order_test.py,1,undefined name,67,local variable '_' is assigned to but never used
cirq\cirq\ops\raw_types_test.py,1,undefined name,40,local variable '_' is assigned to but never used
cirq\cirq\ops\reversible_composite_gate_test.py,1,undefined name,41,local variable '_' is assigned to but never used
cirq\cirq\ops\reversible_composite_gate_test.py,1,undefined name,104,local variable '_' is assigned to but never used
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.CNOT'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.CNotGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.CZ'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.H'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.HGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.ISWAP'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.ISwapGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.measure'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.measure_each'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.MeasurementGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.Rot11Gate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.RotXGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.RotYGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.RotZGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.S'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.SWAP'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.SwapGate'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.T'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.X'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.Y'
cirq\cirq\ops\__init__.py,3,import unused,18,'cirq.ops.common_gates.Z'
cirq\cirq\ops\__init__.py,3,import unused,41,'cirq.ops.controlled_gate.ControlledGate'
cirq\cirq\ops\__init__.py,3,import unused,44,'cirq.ops.eigen_gate.EigenGate'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.BoundedEffect'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.CompositeGate'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.CompositeOperation'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.ExtrapolatableEffect'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.InterchangeableQubitsGate'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.ParameterizableEffect'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.PhaseableEffect'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.QasmConvertibleGate'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.QasmConvertibleOperation'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.QasmOutputArgs'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.ReversibleEffect'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.SingleQubitGate'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.TextDiagrammable'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.TextDiagramInfo'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.TextDiagramInfoArgs'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.ThreeQubitGate'
cirq\cirq\ops\__init__.py,3,import unused,47,'cirq.ops.gate_features.TwoQubitGate'
cirq\cirq\ops\__init__.py,3,import unused,66,'cirq.ops.gate_operation.GateOperation'
cirq\cirq\ops\__init__.py,3,import unused,69,'cirq.ops.qubit_order.QubitOrder'
cirq\cirq\ops\__init__.py,3,import unused,72,'cirq.ops.qubit_order_or_list.QubitOrderOrList'
cirq\cirq\ops\__init__.py,3,import unused,75,'cirq.ops.matrix_gates.SingleQubitMatrixGate'
cirq\cirq\ops\__init__.py,3,import unused,75,'cirq.ops.matrix_gates.TwoQubitMatrixGate'
cirq\cirq\ops\__init__.py,3,import unused,79,'cirq.ops.op_tree.OP_TREE'
cirq\cirq\ops\__init__.py,3,import unused,79,'cirq.ops.op_tree.flatten_op_tree'
cirq\cirq\ops\__init__.py,3,import unused,79,'cirq.ops.op_tree.freeze_op_tree'
cirq\cirq\ops\__init__.py,3,import unused,79,'cirq.ops.op_tree.transform_op_tree'
cirq\cirq\ops\__init__.py,3,import unused,85,'cirq.ops.pauli.Pauli'
cirq\cirq\ops\__init__.py,3,import unused,88,'cirq.ops.clifford_gate.SingleQubitCliffordGate'
cirq\cirq\ops\__init__.py,3,import unused,88,'cirq.ops.clifford_gate.PauliTransform'
cirq\cirq\ops\__init__.py,3,import unused,92,'cirq.ops.pauli_interaction_gate.PauliInteractionGate'
cirq\cirq\ops\__init__.py,3,import unused,95,'cirq.ops.pauli_string.PauliString'
cirq\cirq\ops\__init__.py,3,import unused,98,'cirq.ops.raw_types.Gate'
cirq\cirq\ops\__init__.py,3,import unused,98,'cirq.ops.raw_types.NamedQubit'
cirq\cirq\ops\__init__.py,3,import unused,98,'cirq.ops.raw_types.Operation'
cirq\cirq\ops\__init__.py,3,import unused,98,'cirq.ops.raw_types.QubitId'
cirq\cirq\ops\__init__.py,3,import unused,104,'cirq.ops.reversible_composite_gate.ReversibleCompositeGate'
cirq\cirq\ops\__init__.py,3,import unused,107,'cirq.ops.three_qubit_gates.CCX'
cirq\cirq\ops\__init__.py,3,import unused,107,'cirq.ops.three_qubit_gates.CCZ'
cirq\cirq\ops\__init__.py,3,import unused,107,'cirq.ops.three_qubit_gates.CSWAP'
cirq\cirq\ops\__init__.py,3,import unused,107,'cirq.ops.three_qubit_gates.FREDKIN'
cirq\cirq\ops\__init__.py,3,import unused,107,'cirq.ops.three_qubit_gates.TOFFOLI'
cirq\cirq\protocols\inverse_test.py,1,undefined name,59,local variable '_' is assigned to but never used
cirq\cirq\protocols\unitary_test.py,1,undefined name,39,local variable '_' is assigned to but never used
cirq\cirq\protocols\__init__.py,3,import unused,16,'cirq.protocols.inverse.inverse'
cirq\cirq\protocols\__init__.py,3,import unused,19,'cirq.protocols.unitary.SupportsUnitary'
cirq\cirq\protocols\__init__.py,3,import unused,19,'cirq.protocols.unitary.unitary'
cirq\cirq\schedules\schedule.py,3,import unused,26,'typing.Optional'
cirq\cirq\schedules\schedule.py,3,import unused,28,'cirq.ops.Operation'
cirq\cirq\schedules\schedulers_test.py,1,undefined name,276,local variable '_' is assigned to but never used
cirq\cirq\schedules\schedulers_test.py,1,undefined name,287,local variable '_' is assigned to but never used
cirq\cirq\schedules\__init__.py,3,import unused,14,'cirq.schedules.schedule.Schedule'
cirq\cirq\schedules\__init__.py,3,import unused,17,'cirq.schedules.scheduled_operation.ScheduledOperation'
cirq\cirq\schedules\__init__.py,3,import unused,20,'cirq.schedules.schedulers.moment_by_moment_schedule'
cirq\cirq\study\sweeps_test.py,1,undefined name,21,local variable '_' is assigned to but never used
cirq\cirq\study\sweeps_test.py,1,undefined name,26,local variable '_' is assigned to but never used
cirq\cirq\study\__init__.py,3,import unused,17,'cirq.study.resolver.ParamResolver'
cirq\cirq\study\__init__.py,3,import unused,20,'cirq.study.sweepable.Sweepable'
cirq\cirq\study\__init__.py,3,import unused,23,'cirq.study.sweeps.Linspace'
cirq\cirq\study\__init__.py,3,import unused,23,'cirq.study.sweeps.Points'
cirq\cirq\study\__init__.py,3,import unused,23,'cirq.study.sweeps.Sweep'
cirq\cirq\study\__init__.py,3,import unused,23,'cirq.study.sweeps.UnitSweep'
cirq\cirq\study\__init__.py,3,import unused,29,'cirq.study.trial_result.TrialResult'
cirq\cirq\study\__init__.py,3,import unused,32,'cirq.study.visualize.plot_state_histogram'
cirq\cirq\testing\circuit_compare.py,3,import unused,24,'typing.Set'
cirq\cirq\testing\mock.py,3,import unused,20,'unittest.mock'
cirq\cirq\testing\random_circuit.py,3,import unused,23,'typing.List'
cirq\cirq\testing\__init__.py,3,import unused,17,'cirq.testing.circuit_compare.assert_circuits_with_terminal_measurements_are_equivalent'
cirq\cirq\testing\__init__.py,3,import unused,17,'cirq.testing.circuit_compare.assert_has_diagram'
cirq\cirq\testing\__init__.py,3,import unused,21,'cirq.testing.equals_tester.EqualsTester'
cirq\cirq\testing\__init__.py,3,import unused,24,'cirq.testing.file_tester.TempDirectoryPath'
cirq\cirq\testing\__init__.py,3,import unused,24,'cirq.testing.file_tester.TempFilePath'
cirq\cirq\testing\__init__.py,3,import unused,28,'cirq.testing.lin_alg_utils.random_orthogonal'
cirq\cirq\testing\__init__.py,3,import unused,28,'cirq.testing.lin_alg_utils.random_special_orthogonal'
cirq\cirq\testing\__init__.py,3,import unused,28,'cirq.testing.lin_alg_utils.random_special_unitary'
cirq\cirq\testing\__init__.py,3,import unused,28,'cirq.testing.lin_alg_utils.random_unitary'
cirq\cirq\testing\__init__.py,3,import unused,28,'cirq.testing.lin_alg_utils.assert_allclose_up_to_global_phase'
cirq\cirq\testing\__init__.py,3,import unused,35,'cirq.testing.random_circuit.random_circuit'
cirq\cirq\testing\__init__.py,3,import unused,38,'cirq.testing.only_test_in_python3.only_test_in_python3'
cirq\cirq\testing\__init__.py,3,import unused,41,'cirq.testing.sample_circuits.nonoptimal_toffoli_circuit'
cirq\cirq\value\angle_test.py,1,undefined name,56,local variable '_' is assigned to but never used
cirq\cirq\value\angle_test.py,1,undefined name,85,local variable '_' is assigned to but never used
cirq\cirq\value\duration_test.py,1,undefined name,83,local variable '_' is assigned to but never used
cirq\cirq\value\duration_test.py,1,undefined name,93,local variable '_' is assigned to but never used
cirq\cirq\value\duration_test.py,1,undefined name,103,local variable '_' is assigned to but never used
cirq\cirq\value\duration_test.py,1,undefined name,111,local variable '_' is assigned to but never used
cirq\cirq\value\duration_test.py,1,undefined name,118,local variable '_' is assigned to but never used
cirq\cirq\value\symbol_test.py,1,undefined name,63,local variable '_' is assigned to but never used
cirq\cirq\value\timestamp.py,2,invalid syntax,62,redefinition of unused '__sub__' from line 58
cirq\cirq\value\timestamp.py,2,invalid syntax,66,redefinition of unused '__sub__' from line 62
cirq\cirq\value\timestamp_test.py,1,undefined name,83,local variable '_' is assigned to but never used
cirq\cirq\value\timestamp_test.py,1,undefined name,95,local variable '_' is assigned to but never used
cirq\cirq\value\timestamp_test.py,1,undefined name,108,local variable '_' is assigned to but never used
cirq\cirq\value\__init__.py,3,import unused,14,'cirq.value.duration.Duration'
cirq\cirq\value\__init__.py,3,import unused,17,'cirq.value.symbol.Symbol'
cirq\cirq\value\__init__.py,3,import unused,20,'cirq.value.timestamp.Timestamp'
cirq\cirq\value\__init__.py,3,import unused,23,'cirq.value.angle.canonicalize_half_turns'
cirq\cirq\value\__init__.py,3,import unused,23,'cirq.value.angle.chosen_angle_to_canonical_half_turns'
cirq\cirq\value\__init__.py,3,import unused,23,'cirq.value.angle.chosen_angle_to_half_turns'
cirq\dev_tools\shell_tools.py,3,import unused,35,'typing.List'
cirq\dev_tools\shell_tools_test.py,1,undefined name,103,local variable '_' is assigned to but never used
cirq\docs\snippets_test.py,3,import unused,27,'typing.Any'
